name,age,lifestyle,zip_code,family_status,car,sports,earnings,living_area,label
kKvkwPqL,50,healthy,95385,single,expensive,soccer,137652,urban,no response
WOubgy0z,43,active,59417,married,practical,soccer,33865,urban,no response
c09GR3Zj,33,cozily,30961,single,expensive,,98555,urban,no response
RhXpDsQt,19,active,79844,married,expensive,athletics,81800,urban,no response
HQMTWNjU,33,healthy,75824,married,expensive,soccer,144652,urban,response
2lzbZ8Dj,18,healthy,18728,married,practical,soccer,62574,urban,no response
RyyJowWT,27,healthy,73008,married,practical,badminton,62161,rural,no response
PYyPgKlA,32,healthy,18292,single,expensive,badminton,98687,rural,no response
FRlfDoMm,54,healthy,91358,married,expensive,,37870,urban,no response
K0ZE9Ifg,66,healthy,31048,married,expensive,badminton,38995,urban,no response
bEggVs47,48,cozily,21834,single,expensive,soccer,104357,urban,no response
bCwZvVZm,50,healthy,21445,married,expensive,athletics,143035,urban,response
L7YlgX16,56,healthy,43165,single,expensive,soccer,133253,rural,no response
DfwFkes8,17,cozily,96242,married,practical,soccer,149930,urban,response
JA1oF0Va,69,active,24773,single,practical,athletics,91161,urban,response
dQD8DnVN,64,healthy,18485,married,expensive,badminton,99157,urban,response
tzpmTXl3,51,cozily,49170,single,practical,athletics,140218,rural,response
YcMD623c,17,healthy,71312,single,practical,athletics,30496,rural,no response
emiiw6Bv,24,cozily,22310,single,expensive,,129362,urban,response
NFxOOs9P,37,active,75792,single,expensive,soccer,147274,rural,response
kmtszqRn,45,active,64623,married,practical,soccer,91808,rural,no response
nLOSaBba,27,active,68252,single,practical,athletics,40049,rural,no response
CMUV8got,47,healthy,70597,married,expensive,athletics,74925,rural,no response
xPGyqL4e,23,cozily,10774,single,expensive,soccer,120086,urban,no response
Ix43xq8B,68,healthy,10801,single,practical,athletics,100173,urban,response
cUIPAsxG,55,active,70026,single,practical,soccer,37959,urban,no response
dzOB0VHk,51,cozily,98642,single,expensive,athletics,61754,rural,no response
GcXropka,35,active,67355,single,practical,athletics,132591,urban,no response
t9LhQJ56,45,cozily,50620,single,practical,athletics,80833,rural,no response
UXUBYlIl,31,healthy,86326,married,practical,athletics,89826,urban,no response
K04L2zwm,44,active,82273,married,practical,badminton,44594,urban,no response
mI6jUrWj,49,cozily,89534,married,practical,athletics,106585,urban,no response
9iEaDn31,68,active,11428,married,practical,badminton,98184,rural,response
aGdDCdJG,34,healthy,71249,single,expensive,soccer,115582,urban,no response
vGsfBG6e,51,healthy,19889,single,practical,,88957,urban,no response
i8Bma0ry,64,active,46915,single,practical,athletics,23258,urban,response
Uy7W6JvU,35,active,84242,single,expensive,,25458,rural,no response
7Cso7L2o,17,healthy,70565,married,practical,,105880,urban,no response
oLgbVsqG,53,active,14416,single,expensive,soccer,107397,rural,response
q7jWB0jV,19,active,99417,single,practical,soccer,121174,urban,no response
VTvEj9o1,59,active,14989,single,expensive,soccer,112545,urban,response
VPTDTkK6,34,active,49586,single,expensive,athletics,88713,rural,no response
fUuNXOXt,27,healthy,89749,single,practical,badminton,52546,rural,no response
T7LKTOPL,34,cozily,41552,single,practical,badminton,96989,rural,no response
VTBr7Zw4,22,cozily,66553,married,practical,badminton,52070,urban,no response
wdhE0WuD,52,cozily,79397,married,practical,soccer,60564,urban,no response
3GdZdBVs,46,healthy,43534,single,expensive,athletics,143689,urban,response
BNUFCOCR,46,cozily,17935,single,expensive,athletics,120033,rural,no response
Sfbm2BRI,24,cozily,92384,single,practical,badminton,90981,rural,no response
nEh30E4W,57,cozily,67376,single,practical,badminton,115084,rural,response
oIJEkwaL,50,active,88129,married,expensive,badminton,137170,urban,no response
XGWzjhzq,22,healthy,45654,single,expensive,badminton,40410,rural,no response
9KEgxP1C,46,healthy,39167,single,expensive,soccer,24391,urban,no response
OnZN2cao,19,active,61714,married,practical,soccer,20468,urban,no response
mVWP04O9,54,active,64584,married,practical,soccer,139151,urban,no response
6J25nNQy,41,cozily,36249,single,expensive,soccer,57407,urban,no response
GxlFFEsd,30,active,35872,married,expensive,athletics,98222,urban,no response
OPwyxG3k,56,cozily,11690,married,expensive,athletics,96087,urban,response
ppln23il,50,healthy,30054,married,practical,badminton,71705,urban,no response
4MAKSyYA,52,active,11280,single,practical,athletics,107198,urban,response
y5jPXtoJ,41,cozily,61379,single,practical,soccer,33866,urban,no response
SjTATaNt,45,active,41772,single,practical,soccer,137053,rural,no response
wIfuGxWu,53,healthy,78637,single,expensive,badminton,21934,urban,no response
aurc1WwN,69,healthy,38479,single,expensive,athletics,66273,rural,no response
l4NK7weU,46,healthy,58145,single,expensive,soccer,53096,rural,no response
erRHWhGn,41,cozily,95627,single,practical,soccer,52005,urban,no response
n34Z50CO,40,healthy,20264,single,expensive,,143385,urban,response
rkTzo1fg,15,active,96504,married,practical,badminton,127496,urban,no response
zOVn1WpQ,68,cozily,40825,single,expensive,athletics,126102,urban,response
s3wzZbVm,24,cozily,24625,single,practical,badminton,120162,urban,no response
lA7Y70MB,50,active,55139,single,practical,athletics,147086,urban,response
wntLF5kj,36,cozily,13438,single,expensive,badminton,136766,rural,response
DosasuTG,17,active,60994,single,practical,soccer,38496,urban,no response
E3kkgoQ6,44,healthy,81266,married,practical,badminton,92289,rural,no response
h0Ebyoz8,28,healthy,75074,married,expensive,badminton,86245,urban,no response
29a4PAk9,53,healthy,57860,married,practical,soccer,97462,urban,no response
nM2tPnFG,18,healthy,16796,married,expensive,badminton,109743,urban,no response
uBlfX7f3,67,cozily,44032,single,practical,athletics,144617,urban,response
yUnOJFKe,65,active,55309,married,practical,athletics,141157,urban,response
KAwsC7dP,43,healthy,78402,married,practical,athletics,79727,urban,response
Z0uW1jjO,40,healthy,16839,single,practical,athletics,135135,urban,no response
5MTJrses,25,healthy,22836,married,expensive,athletics,92259,urban,no response
zJCAfewk,40,cozily,75657,married,practical,badminton,51956,urban,no response
X88wdbZt,32,active,77067,married,expensive,,87314,urban,response
A9afJa3G,16,healthy,61601,married,expensive,badminton,80276,rural,no response
BUVMY71U,57,healthy,82217,married,practical,soccer,84882,rural,response
SuYN1IVV,23,active,41298,single,expensive,athletics,76191,urban,no response
CkSh7NDB,31,cozily,48821,married,expensive,athletics,66115,urban,no response
dpaftOO1,41,active,37838,single,practical,athletics,124232,urban,no response
iiC7IQdq,26,active,86623,single,expensive,,120856,rural,no response
k3qLkE60,51,cozily,96323,single,practical,,128945,urban,no response
O5EWUi9M,35,cozily,70834,single,practical,badminton,47825,urban,no response
B5197Ubg,40,cozily,95332,single,expensive,,23396,urban,no response
6JVS8Tf0,35,healthy,61642,single,expensive,badminton,78988,urban,no response
aOI1I2lc,68,active,33503,married,expensive,badminton,84809,rural,response
qqcHO7Us,35,healthy,90906,married,expensive,badminton,93321,rural,no response
6KHC5vwH,64,active,38733,married,practical,soccer,31605,urban,no response
DDqlfC5p,55,active,57250,single,practical,,22489,urban,no response
IKD3FNO8,23,healthy,43217,married,expensive,badminton,128236,urban,no response
Gq84s0Yo,67,active,56267,married,practical,athletics,23411,urban,no response
1nzRCQOb,42,cozily,78561,married,expensive,badminton,66994,urban,no response
5sXYDTcP,52,healthy,33838,married,expensive,badminton,80229,urban,no response
F49r3snv,66,healthy,61369,married,practical,badminton,27410,urban,response
uqcFV6gy,36,cozily,59337,married,practical,soccer,20660,urban,no response
lJpa1UUn,53,healthy,84445,married,expensive,,52903,urban,response
x7KXzX8w,40,healthy,69834,married,practical,badminton,120433,rural,no response
uVFZBDK3,20,healthy,18487,married,practical,,72583,urban,no response
JSu1cq9J,39,healthy,23007,married,expensive,badminton,110067,rural,no response
bzB7thWJ,30,active,53593,single,expensive,athletics,46512,urban,no response
jX8AI58I,62,active,31246,single,expensive,,42924,urban,response
EL4QyXGu,21,cozily,82211,married,practical,badminton,143479,urban,response
rBDXoEts,69,healthy,53633,married,expensive,athletics,37911,rural,response
C4VvZdIl,18,active,97736,single,expensive,athletics,60449,rural,no response
My2YrcGN,24,healthy,58464,single,expensive,athletics,29768,rural,no response
F95CqQFW,51,active,53388,single,expensive,badminton,52954,urban,no response
htMFaK4P,46,active,60607,single,expensive,athletics,57175,urban,no response
DuUBOpAj,50,healthy,25498,single,expensive,soccer,123763,urban,no response
S4KxxR9d,46,healthy,87157,single,expensive,badminton,71650,urban,no response
n3UzTS7b,32,active,79743,married,expensive,badminton,143335,urban,response
nvVrasH3,65,active,68987,single,expensive,badminton,106386,urban,response
WfNOX4QW,41,healthy,33046,single,expensive,badminton,109493,urban,no response
mS2IUArA,36,cozily,19907,married,expensive,,110538,rural,no response
o2oAlQVU,66,cozily,52061,single,practical,badminton,99568,urban,response
1M7FLavO,69,healthy,59688,married,expensive,soccer,75468,rural,no response
X3JDIClT,59,active,62708,single,expensive,,39590,rural,response
l5xepdcn,54,active,46982,married,practical,,64808,rural,no response
1NLgNiyQ,59,healthy,91955,single,practical,athletics,72674,urban,no response
ZPRFLC5a,27,healthy,24183,single,expensive,badminton,88220,urban,no response
yssHXGRI,51,cozily,34199,married,expensive,badminton,81135,rural,no response
jAYR63J6,41,active,89920,married,expensive,athletics,114405,urban,response
TqynI5rY,61,healthy,36189,married,expensive,athletics,35621,rural,response
Y9hP5JwT,26,active,82954,single,practical,soccer,105063,urban,no response
rWI5Z5Tt,61,active,53996,single,expensive,badminton,135950,urban,no response
Q80Gop9P,39,active,13235,single,expensive,,110438,rural,no response
0lV9Md8n,61,healthy,44507,married,practical,badminton,68073,urban,response
qVe2U5ON,58,healthy,74257,single,expensive,,86749,urban,response
894agfTC,58,cozily,54360,single,practical,athletics,139519,urban,no response
OvGvnKS9,69,active,69167,single,practical,soccer,127033,rural,response
OGmrGz7q,36,active,58775,married,practical,soccer,28734,urban,no response
qhyDz2XD,54,healthy,39360,single,expensive,soccer,51236,urban,no response
qP2pfe1m,59,cozily,36429,single,expensive,badminton,88995,urban,response
TVeUUsQ1,62,cozily,10303,married,expensive,badminton,72500,rural,response
3rbApuu0,48,active,97005,single,expensive,athletics,111595,rural,no response
0IVzW6Qr,61,cozily,84592,married,practical,athletics,80572,urban,response
z3dgUDPq,33,cozily,73304,single,practical,badminton,90642,urban,no response
050g5mQB,60,active,32231,single,expensive,soccer,66161,rural,response
jvmKrQMR,21,active,83177,married,expensive,athletics,29091,rural,no response
b0bRU7pV,25,active,30536,single,expensive,athletics,70246,rural,no response
YJFlTM7S,31,healthy,75092,married,practical,athletics,112127,urban,no response
gttikDER,15,cozily,15802,single,expensive,badminton,67896,urban,no response
fzECyhHe,20,cozily,98586,single,practical,soccer,104141,urban,no response
ZFIzn3TQ,37,cozily,73151,single,expensive,athletics,76247,urban,response
A4tbduBZ,60,active,90971,married,expensive,soccer,124343,rural,response
0ZB4GKQw,50,healthy,57086,single,practical,soccer,96878,urban,no response
hgVlY7dI,57,active,33505,single,expensive,,76596,urban,response
UItSpuwO,23,active,18153,single,practical,badminton,84526,rural,no response
bmBGk2fO,46,healthy,22272,married,practical,athletics,115844,rural,no response
BAAtjoN0,69,cozily,53652,married,expensive,soccer,116917,urban,response
GOxzbWsb,37,healthy,92110,single,practical,athletics,122442,rural,no response
9OPwg4oW,60,healthy,42367,single,expensive,,104304,urban,response
grHiQrzt,56,active,50589,married,expensive,athletics,44427,urban,response
psT9hzmG,58,cozily,43301,single,practical,,74755,rural,response
84rO18dv,49,cozily,59162,single,expensive,,40307,urban,no response
Rsryh0VZ,18,cozily,12870,single,practical,athletics,110819,rural,no response
Yg3IxtUI,27,active,66842,single,expensive,soccer,88572,urban,no response
cSJjcO4f,69,active,69573,single,expensive,athletics,54481,urban,no response
StWCdulG,64,cozily,75994,married,practical,athletics,29827,rural,response
1dp4Em9m,28,active,29445,single,practical,athletics,30762,urban,no response
qMSRgu7N,23,active,60816,single,expensive,,21820,urban,no response
vNqqb1mO,44,cozily,99491,married,expensive,badminton,148375,urban,response
ojF3v7QI,42,cozily,53542,single,expensive,badminton,26329,rural,no response
imXLv2qK,48,cozily,89326,single,practical,athletics,62313,urban,no response
vDbQJnEW,65,cozily,12881,single,expensive,badminton,28107,rural,response
o0MRe79S,57,cozily,99384,single,expensive,,93420,rural,response
nWMhPLYT,18,healthy,84899,married,expensive,soccer,69704,urban,no response
RZly6Jpe,55,active,15069,married,practical,badminton,71508,urban,no response
d0C7Sest,63,healthy,60678,single,expensive,soccer,88076,urban,response
lcjCTQY7,51,healthy,47840,single,practical,badminton,133366,urban,no response
fpsh39HJ,65,cozily,84710,single,practical,athletics,62296,urban,no response
UOEp6Bj8,44,cozily,93720,single,expensive,athletics,73893,urban,no response
Px6lx1xk,39,cozily,90863,single,expensive,athletics,37682,urban,response
INwtrrxZ,40,cozily,37400,single,practical,athletics,142029,rural,response
VDIqOB8e,39,healthy,11061,married,expensive,athletics,123047,rural,no response
8KUPtmmH,34,healthy,90089,single,practical,,37308,urban,no response
QJcVkhux,19,cozily,34832,married,practical,badminton,81494,urban,no response
sLfDione,57,healthy,96669,married,expensive,athletics,129192,urban,response
gMoQnU1v,43,cozily,80609,single,practical,soccer,60732,urban,no response
rIqJjnXj,47,healthy,28021,single,expensive,,53923,rural,no response
3wta4f00,20,active,30257,married,expensive,badminton,136473,urban,no response
g0ijv1yZ,57,cozily,78376,single,expensive,badminton,73105,urban,response
DvaqLWVF,50,cozily,77966,married,practical,athletics,76890,urban,no response
q4rARYyP,49,healthy,78203,married,practical,athletics,53853,urban,no response
SK0Fe0Pp,37,active,93550,single,practical,soccer,141148,rural,response
iXdAkGPr,41,healthy,85334,married,expensive,athletics,55688,urban,no response
N2JLXulz,48,active,68603,single,expensive,athletics,126330,urban,no response
svMTQFVK,16,healthy,99568,married,practical,badminton,31052,urban,no response
Hfs7PFZV,44,cozily,60071,single,practical,athletics,64177,urban,no response
pKNI2wDl,54,cozily,30843,single,expensive,badminton,93133,rural,no response
UTl6TQyD,66,active,52648,single,expensive,athletics,28775,urban,response
q2mmvDhp,24,active,31214,married,practical,athletics,147692,urban,response
qs3ePErd,26,active,13999,married,expensive,soccer,110299,rural,response
k357Hinl,18,cozily,15521,single,practical,soccer,51341,rural,no response
eRZEpjwP,29,active,16206,married,expensive,soccer,58978,urban,no response
rWUYSiiz,20,cozily,91451,single,expensive,soccer,55244,rural,no response
X4b3pmWt,15,cozily,78132,married,expensive,soccer,66031,urban,no response
9oZJoRF5,34,cozily,82218,single,practical,athletics,31108,urban,no response
